slug,date,open,high,low,close,currency
EUR/GBP,2017-08-11,0.90686,0.9117,0.90521,0.90698,GBP
EUR/USD,2017-08-11,1.176997,1.18318,1.174922,1.177024,USD
EUR/JPY,2017-08-11,128.388,129.149994,128.048004,128.412003,JPY
EUR/JPY,2017-08-14,129.197006,129.628006,128.910004,129.139999,JPY
EUR/GBP,2017-08-14,0.90912,0.90972,0.90714,0.90921,GBP
EUR/USD,2017-08-14,1.182634,1.183999,1.177329,1.18255,USD
EUR/USD,2017-08-15,1.177704,1.179245,1.1689,1.177579,USD
EUR/GBP,2017-08-15,0.9081,0.91319,0.9051,0.90825,GBP
EUR/JPY,2017-08-15,129.479996,130.024002,129.417999,129.447998,JPY
EUR/USD,2017-08-16,1.173985,1.175751,1.168361,1.174122,USD
EUR/GBP,2017-08-16,0.91228,0.91414,0.90851,0.91244,GBP
EUR/JPY,2017-08-16,129.804001,130.382996,129.529999,129.843994,JPY
EUR/USD,2017-08-17,1.177426,1.179023,1.166698,1.177426,USD
EUR/GBP,2017-08-17,0.91337,0.91348,0.90656,0.91328,GBP
EUR/JPY,2017-08-17,129.490997,129.535995,128.576004,129.507996,JPY
EUR/USD,2017-08-18,1.171729,1.176817,1.171221,1.17155,USD
EUR/GBP,2017-08-18,0.91068,0.91486,0.90924,0.91038,GBP
EUR/JPY,2017-08-18,128.108994,128.462997,127.566002,128.070007,JPY
EUR/JPY,2017-08-21,128.526001,128.660995,127.862999,128.514008,JPY
EUR/USD,2017-08-21,1.175724,1.182466,1.173186,1.175627,USD
EUR/GBP,2017-08-21,0.91331,0.91613,0.91114,0.91313,GBP
EUR/JPY,2017-08-22,128.820999,129.164993,128.326004,128.710999,JPY
EUR/USD,2017-08-22,1.181181,1.182592,1.174646,1.181195,USD
EUR/GBP,2017-08-22,0.91571,0.91746,0.91545,0.91573,GBP
