slug,date,open,high,low,close,currency
EUR/JPY,2016-02-10,130.028,130.029999,128.251007,130.037003,JPY
EUR/GBP,2016-02-10,0.7804,0.78175,0.77154,0.7802,GBP
EUR/USD,2016-02-11,1.128401,1.1368,1.1276,1.128095,USD
EUR/JPY,2016-02-11,127.778,127.940002,125.856003,127.739998,JPY
EUR/GBP,2016-02-11,0.77696,0.78956,0.7755,0.7766,GBP
EUR/JPY,2016-02-12,127.279999,127.639,126.452003,127.305,JPY
EUR/USD,2016-02-12,1.131734,1.133376,1.123,1.131798,USD
EUR/GBP,2016-02-12,0.7814,0.78254,0.77461,0.7815,GBP
EUR/GBP,2016-02-15,0.7728,0.7744,0.7698,0.773,GBP
EUR/JPY,2016-02-15,127.583,127.942001,127.255997,127.567001,JPY
EUR/USD,2016-02-15,1.122599,1.123949,1.112999,1.122599,USD
EUR/GBP,2016-02-16,0.77317,0.7811,0.7695,0.7733,GBP
EUR/JPY,2016-02-16,127.793999,128.151993,126.674004,127.75,JPY
EUR/USD,2016-02-16,1.117818,1.1192,1.112999,1.117406,USD
EUR/GBP,2016-02-17,0.779,0.7843,0.7762,0.779,GBP
EUR/JPY,2016-02-17,127.174004,127.348999,126.660004,127.135002,JPY
EUR/USD,2016-02-17,1.114604,1.118001,1.1108,1.114703,USD
EUR/USD,2016-02-18,1.112199,1.1152,1.1074,1.112298,USD
EUR/JPY,2016-02-18,127.094002,127.094002,126.040001,127.075996,JPY
EUR/GBP,2016-02-18,0.7786,0.78143,0.7708,0.7787,GBP
EUR/USD,2016-02-19,1.111,1.115,1.106799,1.111099,USD
EUR/JPY,2016-02-19,125.805,125.879997,125.089996,125.785004,JPY
EUR/GBP,2016-02-19,0.775,0.77917,0.77377,0.775,GBP
EUR/JPY,2016-02-22,125.139999,125.540001,124.529999,125.103996,JPY
EUR/USD,2016-02-22,1.112397,1.112496,1.1006,1.112397,USD
EUR/GBP,2016-02-22,0.7797,0.7837,0.777,0.77967,GBP
EUR/USD,2016-02-23,1.102706,1.105199,1.099199,1.102803,USD
EUR/GBP,2016-02-23,0.77919,0.78311,0.7775,0.77926,GBP
EUR/JPY,2016-02-23,124.530998,124.556,123.072998,124.545998,JPY
EUR/GBP,2016-02-24,0.7869,0.79144,0.7854,0.78671,GBP
EUR/JPY,2016-02-24,123.359001,123.584,122.472,123.334999,JPY
EUR/USD,2016-02-24,1.102499,1.104,1.095999,1.102706,USD
EUR/JPY,2016-02-25,123.422997,124.441002,123.32,123.434998,JPY
EUR/USD,2016-02-25,1.101491,1.105,1.099199,1.101394,USD
EUR/GBP,2016-02-25,0.79066,0.79262,0.7879,0.7906,GBP
EUR/JPY,2016-02-26,124.709999,124.987,124.236,124.668999,JPY
EUR/GBP,2016-02-26,0.78914,0.7921,0.78453,0.7893,GBP
EUR/USD,2016-02-26,1.102499,1.107,1.0926,1.102499,USD
EUR/GBP,2016-02-29,0.78803,0.78945,0.77928,0.7878,GBP
EUR/JPY,2016-02-29,124.220001,124.348999,122.521004,124.160004,JPY
EUR/USD,2016-02-29,1.092598,1.0962,1.0864,1.092395,USD
EUR/USD,2016-03-01,1.088696,1.089401,1.083801,1.088898,USD
EUR/GBP,2016-03-01,0.78159,0.78184,0.7759,0.7814,GBP
EUR/JPY,2016-03-01,122.367996,123.649002,122.117996,122.389999,JPY
EUR/USD,2016-03-02,1.087701,1.088,1.0826,1.087595,USD
EUR/GBP,2016-03-02,0.7789,0.7811,0.76968,0.7787,GBP
EUR/JPY,2016-03-02,123.890999,124.345001,123.230003,123.93,JPY
EUR/USD,2016-03-03,1.087004,1.0938,1.0856,1.086897,USD
EUR/JPY,2016-03-03,123.339996,124.244003,123.277,123.32,JPY
EUR/GBP,2016-03-03,0.77198,0.7748,0.7704,0.7719,GBP
EUR/USD,2016-03-04,1.094799,1.104,1.0908,1.094895,USD
EUR/GBP,2016-03-04,0.77228,0.77717,0.772,0.77237,GBP
EUR/JPY,2016-03-04,124.427002,125.262001,123.959999,124.43,JPY
EUR/JPY,2016-03-07,125.107002,125.107002,124.230003,125.110001,JPY
EUR/GBP,2016-03-07,0.77343,0.77482,0.7726,0.77345,GBP
EUR/USD,2016-03-07,1.099396,1.099904,1.0942,1.099396,USD
EUR/JPY,2016-03-08,124.973999,124.973999,124.253998,124.948997,JPY
EUR/GBP,2016-03-08,0.7721,0.77919,0.772,0.7724,GBP
EUR/USD,2016-03-08,1.101394,1.106,1.1006,1.101601,USD
EUR/JPY,2016-03-09,123.959999,124.482002,123.050003,123.939003,JPY
EUR/USD,2016-03-09,1.100195,1.101516,1.094799,1.100401,USD
EUR/GBP,2016-03-09,0.7742,0.7748,0.7701,0.7744,GBP
EUR/USD,2016-03-10,1.098696,1.116,1.082767,1.098901,USD
EUR/JPY,2016-03-10,124.379997,126.719002,123.741997,124.424004,JPY
EUR/GBP,2016-03-10,0.7731,0.7808,0.76565,0.7733,GBP
EUR/JPY,2016-03-11,126.117996,126.924004,126.089996,126.140999,JPY
EUR/USD,2016-03-11,1.117905,1.121001,1.108377,1.117843,USD
EUR/GBP,2016-03-11,0.78235,0.7847,0.7748,0.78218,GBP
EUR/JPY,2016-03-14,127.028,127.139999,126.135002,127.028999,JPY
EUR/GBP,2016-03-14,0.7764,0.77691,0.77352,0.7764,GBP
EUR/USD,2016-03-14,1.116296,1.116801,1.1096,1.116794,USD
EUR/GBP,2016-03-15,0.7772,0.78464,0.7769,0.7772,GBP
EUR/JPY,2016-03-15,126.329002,126.459999,125.120003,126.349998,JPY
EUR/USD,2016-03-15,1.110198,1.112999,1.1074,1.110198,USD
EUR/GBP,2016-03-16,0.7844,0.78822,0.7844,0.78465,GBP
EUR/JPY,2016-03-16,125.629997,126.109001,125.550003,125.628998,JPY
EUR/USD,2016-03-16,1.111,1.111099,1.1058,1.110901,USD
EUR/GBP,2016-03-17,0.7869,0.79103,0.7809,0.787,GBP
EUR/USD,2016-03-17,1.121705,1.134404,1.1208,1.121894,USD
EUR/JPY,2016-03-17,126.512001,126.620003,125.348999,126.471001,JPY
EUR/USD,2016-03-18,1.131542,1.133903,1.1258,1.131798,USD
EUR/GBP,2016-03-18,0.78166,0.7829,0.77816,0.78162,GBP
EUR/JPY,2016-03-18,126.024002,126.183998,125.300003,125.984001,JPY
EUR/GBP,2016-03-21,0.7794,0.7837,0.7794,0.77952,GBP
EUR/JPY,2016-03-21,125.641998,126.059998,125.220001,125.665001,JPY
EUR/USD,2016-03-21,1.127599,1.128999,1.1238,1.127904,USD
EUR/GBP,2016-03-22,0.782,0.79045,0.7813,0.78197,GBP
EUR/USD,2016-03-22,1.123697,1.1262,1.119194,1.123595,USD
EUR/JPY,2016-03-22,125.991997,126.252998,124.700996,125.983002,JPY
EUR/GBP,2016-03-23,0.7889,0.79255,0.7882,0.78885,GBP
EUR/JPY,2016-03-23,125.949997,126.210999,125.529999,125.943001,JPY
EUR/USD,2016-03-23,1.122297,1.122297,1.1166,1.122297,USD
EUR/JPY,2016-03-24,125.657997,126.120003,125.410004,125.648003,JPY
EUR/GBP,2016-03-24,0.79194,0.79437,0.7889,0.79191,GBP
EUR/USD,2016-03-24,1.118206,1.119,1.114964,1.118105,USD
EUR/JPY,2016-03-25,125.974998,126.436996,125.940002,125.978996,JPY
EUR/GBP,2016-03-25,0.7899,0.79088,0.7884,0.79017,GBP
EUR/USD,2016-03-25,1.116695,1.117706,1.115673,1.116794,USD
EUR/JPY,2016-03-28,126.594002,127.031998,126.510002,126.57,JPY
EUR/GBP,2016-03-28,0.7895,0.79016,0.78474,0.7895,GBP
EUR/USD,2016-03-28,1.115997,1.121806,1.115536,1.115997,USD
EUR/GBP,2016-03-29,0.78545,0.78707,0.7834,0.78537,GBP
EUR/USD,2016-03-29,1.120097,1.1224,1.117,1.120272,USD
EUR/JPY,2016-03-29,126.970001,127.425003,126.795998,126.962997,JPY
EUR/JPY,2016-03-30,127.181999,127.800003,126.790001,127.209999,JPY
EUR/GBP,2016-03-30,0.7848,0.7873,0.78353,0.7847,GBP
EUR/USD,2016-03-30,1.129012,1.1362,1.128796,1.129203,USD
EUR/GBP,2016-03-31,0.7885,0.79435,0.7878,0.78852,GBP
EUR/JPY,2016-03-31,127.316002,128.210007,126.959999,127.355003,JPY
EUR/USD,2016-03-31,1.133401,1.141,1.1312,1.133466,USD
EUR/GBP,2016-04-01,0.792,0.80189,0.7918,0.792,GBP
EUR/USD,2016-04-01,1.137902,1.1438,1.134198,1.137967,USD
EUR/JPY,2016-04-01,127.983002,128.160004,127.433998,128.009995,JPY
EUR/GBP,2016-04-04,0.8009,0.8015,0.7959,0.80071,GBP
EUR/USD,2016-04-04,1.139705,1.141201,1.136,1.139004,USD
EUR/JPY,2016-04-04,127.279999,127.337997,126.467003,127.279999,JPY
EUR/GBP,2016-04-05,0.79836,0.8051,0.79806,0.7983,GBP
EUR/USD,2016-04-05,1.138706,1.140706,1.134,1.1389,USD
EUR/JPY,2016-04-05,126.660004,126.660004,125.282997,126.681,JPY
EUR/GBP,2016-04-06,0.80387,0.81034,0.8023,0.804,GBP
EUR/JPY,2016-04-06,125.589996,125.823997,125.080002,125.620003,JPY
EUR/USD,2016-04-06,1.138097,1.1428,1.133144,1.1382,USD
EUR/USD,2016-04-07,1.139965,1.145305,1.134,1.140498,USD
EUR/JPY,2016-04-07,125.085999,125.178001,122.570999,125.077003,JPY
EUR/GBP,2016-04-07,0.8066,0.81155,0.80464,0.80658,GBP
EUR/JPY,2016-04-08,123.339996,124.224998,123.269997,123.287003,JPY
EUR/USD,2016-04-08,1.136906,1.142,1.135,1.137398,USD
EUR/GBP,2016-04-08,0.8089,0.8092,0.805,0.8089,GBP
EUR/JPY,2016-04-11,123.5,123.711998,122.858002,123.521004,JPY
EUR/USD,2016-04-11,1.140706,1.145001,1.137436,1.140303,USD
EUR/GBP,2016-04-11,0.8069,0.80868,0.7994,0.80714,GBP
EUR/USD,2016-04-12,1.141214,1.1464,1.135306,1.141292,USD
EUR/JPY,2016-04-12,123.164001,123.981003,123.128998,123.171997,JPY
EUR/GBP,2016-04-12,0.80157,0.80268,0.79599,0.8016,GBP
EUR/GBP,2016-04-13,0.7977,0.79827,0.79274,0.79794,GBP
EUR/JPY,2016-04-13,123.685997,123.849998,123.016998,123.690002,JPY
EUR/USD,2016-04-13,1.138602,1.139302,1.1274,1.138498,USD
EUR/USD,2016-04-14,1.128006,1.1294,1.123601,1.127904,USD
EUR/GBP,2016-04-14,0.7947,0.79812,0.7943,0.7946,GBP
EUR/JPY,2016-04-14,123.394997,123.410004,122.739998,123.410004,JPY
EUR/GBP,2016-04-15,0.79661,0.79752,0.79389,0.7966,GBP
EUR/USD,2016-04-15,1.126507,1.1318,1.124758,1.127002,USD
EUR/JPY,2016-04-15,123.150002,123.559998,122.75,123.160004,JPY
EUR/JPY,2016-04-18,122.124001,123.288002,121.720001,122.019997,JPY
EUR/GBP,2016-04-18,0.7964,0.79926,0.79229,0.7969,GBP
EUR/USD,2016-04-18,1.130097,1.1332,1.127497,1.129995,USD
EUR/JPY,2016-04-19,123.332001,124.429001,123.254997,123.335999,JPY
EUR/USD,2016-04-19,1.131004,1.138602,1.130506,1.130902,USD
EUR/GBP,2016-04-19,0.79152,0.79214,0.7881,0.79117,GBP
EUR/USD,2016-04-20,1.135886,1.138599,1.1322,1.135963,USD
EUR/GBP,2016-04-20,0.7894,0.79137,0.78676,0.7893,GBP
EUR/JPY,2016-04-20,124.010002,124.311996,123.540001,124.080002,JPY
EUR/USD,2016-04-21,1.130506,1.1394,1.1278,1.130506,USD
EUR/GBP,2016-04-21,0.78838,0.78968,0.78563,0.78826,GBP
EUR/JPY,2016-04-21,124.133003,124.907997,123.446999,124.135002,JPY
EUR/JPY,2016-04-22,123.599998,125.466003,123.400002,123.553001,JPY
EUR/USD,2016-04-22,1.129305,1.130902,1.124,1.129203,USD
EUR/GBP,2016-04-22,0.78815,0.78831,0.77954,0.7883,GBP
EUR/JPY,2016-04-25,125.179001,125.309998,124.815002,125.166,JPY
EUR/GBP,2016-04-25,0.77748,0.78108,0.77558,0.77754,GBP
EUR/USD,2016-04-25,1.123305,1.127904,1.1227,1.123406,USD
EUR/GBP,2016-04-26,0.7777,0.7779,0.77355,0.7776,GBP
EUR/JPY,2016-04-26,125.172997,125.914001,124.709,125.217003,JPY
EUR/USD,2016-04-26,1.126672,1.133903,1.125796,1.1269,USD
EUR/GBP,2016-04-27,0.775,0.77838,0.7738,0.77502,GBP
EUR/USD,2016-04-27,1.129803,1.134,1.1292,1.129905,USD
EUR/JPY,2016-04-27,125.658997,126.040001,125.440002,125.662003,JPY
EUR/JPY,2016-04-28,126.300003,126.449997,122.570999,126.349998,JPY
EUR/USD,2016-04-28,1.132798,1.1366,1.129905,1.132901,USD
EUR/GBP,2016-04-28,0.77898,0.78036,0.77538,0.779,GBP
EUR/JPY,2016-04-29,122.779999,122.910004,121.765999,122.739998,JPY
EUR/GBP,2016-04-29,0.7771,0.78366,0.7766,0.77732,GBP
EUR/USD,2016-04-29,1.135796,1.146,1.135796,1.135589,USD
EUR/GBP,2016-05-02,0.78484,0.7864,0.78226,0.785,GBP
EUR/USD,2016-05-02,1.146197,1.1528,1.145016,1.146303,USD
EUR/JPY,2016-05-02,122.024002,122.850998,121.876999,122.019997,JPY
EUR/JPY,2016-05-03,122.635002,122.747002,122.120003,122.627998,JPY
EUR/GBP,2016-05-03,0.78578,0.79191,0.7842,0.78576,GBP
EUR/USD,2016-05-03,1.152605,1.1614,1.1504,1.152499,USD
EUR/JPY,2016-05-04,122.718002,123.235001,122.330002,122.699997,JPY
EUR/GBP,2016-05-04,0.79046,0.79461,0.78899,0.79047,GBP
EUR/USD,2016-05-04,1.150245,1.1528,1.146999,1.150404,USD
EUR/USD,2016-05-05,1.149122,1.1496,1.139,1.149306,USD
EUR/JPY,2016-05-05,122.889999,123.121002,122.110001,122.860001,JPY
EUR/GBP,2016-05-05,0.7921,0.79221,0.78599,0.792,GBP
EUR/USD,2016-05-06,1.140199,1.147184,1.139328,1.140602,USD
EUR/JPY,2016-05-06,122.386002,122.448997,121.480003,122.322998,JPY
EUR/GBP,2016-05-06,0.78686,0.7916,0.7864,0.78679,GBP
EUR/GBP,2016-05-09,0.7892,0.79272,0.78673,0.78925,GBP
EUR/JPY,2016-05-09,122.209,123.704002,122.169998,122.279999,JPY
EUR/USD,2016-05-09,1.138797,1.143,1.137599,1.138797,USD
EUR/USD,2016-05-10,1.138369,1.140599,1.1362,1.138797,USD
EUR/GBP,2016-05-10,0.78975,0.79031,0.78708,0.78984,GBP
EUR/JPY,2016-05-10,123.369003,124.400002,123.322998,123.333,JPY
EUR/USD,2016-05-11,1.137501,1.1446,1.137398,1.137436,USD
EUR/JPY,2016-05-11,124.208,124.265999,123.625999,124.189003,JPY
EUR/GBP,2016-05-11,0.7869,0.79182,0.7864,0.7869,GBP
EUR/GBP,2016-05-12,0.7913,0.7918,0.78461,0.7914,GBP
EUR/USD,2016-05-12,1.142596,1.143105,1.138,1.1427,USD
EUR/JPY,2016-05-12,123.870003,124.620003,123.699997,123.866997,JPY
EUR/USD,2016-05-13,1.137527,1.138006,1.128399,1.137695,USD
EUR/GBP,2016-05-13,0.78738,0.78817,0.7858,0.7874,GBP
EUR/JPY,2016-05-13,124.108002,124.108002,123.071999,124.099998,JPY
EUR/GBP,2016-05-16,0.7886,0.78919,0.78589,0.7887,GBP
EUR/USD,2016-05-16,1.131695,1.134404,1.130544,1.131695,USD
EUR/JPY,2016-05-16,122.964996,123.398003,122.901001,122.955002,JPY
EUR/GBP,2016-05-17,0.78319,0.78545,0.78002,0.7832,GBP
EUR/USD,2016-05-17,1.131606,1.134799,1.130399,1.131606,USD
EUR/JPY,2016-05-17,123.411003,124.160004,123.233002,123.400002,JPY
EUR/GBP,2016-05-18,0.78252,0.78306,0.77099,0.7826,GBP
EUR/USD,2016-05-18,1.131375,1.131695,1.125999,1.131606,USD
EUR/JPY,2016-05-18,123.338997,123.906998,122.977997,123.260002,JPY
EUR/USD,2016-05-19,1.122196,1.123103,1.1182,1.122297,USD
EUR/GBP,2016-05-19,0.7686,0.77022,0.76499,0.7687,GBP
EUR/JPY,2016-05-19,123.629997,123.768997,122.967003,123.580002,JPY
EUR/USD,2016-05-20,1.12016,1.124,1.119896,1.120599,USD
EUR/JPY,2016-05-20,123.119003,124.033997,123.084,123.099998,JPY
EUR/GBP,2016-05-20,0.7673,0.77265,0.7669,0.7673,GBP
EUR/JPY,2016-05-23,123.489998,123.495003,122.389999,123.5,JPY
EUR/GBP,2016-05-23,0.7742,0.77532,0.77045,0.7744,GBP
EUR/USD,2016-05-23,1.122095,1.124303,1.119,1.122171,USD
EUR/GBP,2016-05-24,0.7743,0.77468,0.7617,0.77434,GBP
EUR/USD,2016-05-24,1.121705,1.123,1.1146,1.121604,USD
EUR/JPY,2016-05-24,122.620003,122.709999,122.347,122.623001,JPY
EUR/JPY,2016-05-25,122.669998,123.099998,122.519997,122.68,JPY
EUR/GBP,2016-05-25,0.7619,0.76372,0.7564,0.762,GBP
EUR/USD,2016-05-25,1.113697,1.1171,1.112999,1.113797,USD
EUR/JPY,2016-05-26,122.822998,123.057999,122.269997,122.844002,JPY
EUR/GBP,2016-05-26,0.7591,0.76302,0.75795,0.75901,GBP
EUR/USD,2016-05-26,1.115698,1.122,1.115698,1.115897,USD
EUR/GBP,2016-05-27,0.76316,0.76438,0.7602,0.76314,GBP
EUR/USD,2016-05-27,1.119294,1.1202,1.112599,1.119207,USD
EUR/JPY,2016-05-27,122.764,123.063004,122.220001,122.775002,JPY
EUR/GBP,2016-05-30,0.75956,0.76317,0.7588,0.75943,GBP
EUR/USD,2016-05-30,1.111099,1.115,1.110001,1.111,USD
EUR/JPY,2016-05-30,123.033997,123.884003,122.931999,123.040001,JPY
EUR/JPY,2016-05-31,123.579002,124.18,123.32,123.559998,JPY
EUR/USD,2016-05-31,1.115001,1.117599,1.1122,1.11484,USD
EUR/GBP,2016-05-31,0.7617,0.7667,0.75733,0.7618,GBP
EUR/GBP,2016-06-01,0.7688,0.77585,0.7671,0.7688,GBP
EUR/USD,2016-06-01,1.113598,1.119,1.111704,1.113598,USD
EUR/JPY,2016-06-01,123.203003,123.310997,121.900002,123.220001,JPY
EUR/USD,2016-06-02,1.119294,1.122,1.115,1.118906,USD
EUR/JPY,2016-06-02,122.421997,122.484001,121.088997,122.470001,JPY
EUR/GBP,2016-06-02,0.77604,0.77746,0.77208,0.77588,GBP
EUR/USD,2016-06-03,1.115399,1.135,1.1138,1.1152,USD
EUR/GBP,2016-06-03,0.77395,0.78098,0.77201,0.77395,GBP
EUR/JPY,2016-06-03,121.455002,121.648003,120.929001,121.387001,JPY
EUR/GBP,2016-06-06,0.78864,0.78998,0.7852,0.7889,GBP
EUR/JPY,2016-06-06,121.095001,122.078003,120.917999,121.110001,JPY
EUR/USD,2016-06-06,1.1351,1.138,1.133324,1.1351,USD
EUR/GBP,2016-06-07,0.78578,0.786,0.77774,0.78581,GBP
EUR/USD,2016-06-07,1.136467,1.138,1.134005,1.136402,USD
EUR/JPY,2016-06-07,122.043999,122.651001,121.693001,122.07,JPY
EUR/GBP,2016-06-08,0.78088,0.78404,0.7795,0.7808,GBP
EUR/USD,2016-06-08,1.135654,1.142,1.135654,1.135783,USD
EUR/JPY,2016-06-08,121.783997,121.878998,121.330002,121.790001,JPY
EUR/JPY,2016-06-09,121.780998,121.856003,120.338997,121.774002,JPY
EUR/GBP,2016-06-09,0.78554,0.78772,0.7807,0.78561,GBP
EUR/USD,2016-06-09,1.140602,1.141696,1.1308,1.140706,USD
EUR/USD,2016-06-10,1.131196,1.1324,1.1274,1.131503,USD
EUR/JPY,2016-06-10,121.103996,121.156998,120.440002,121.142998,JPY
EUR/GBP,2016-06-10,0.78204,0.78853,0.78104,0.78219,GBP
EUR/GBP,2016-06-13,0.792,0.79832,0.78824,0.7919,GBP
EUR/USD,2016-06-13,1.124101,1.1302,1.123697,1.124,USD
EUR/JPY,2016-06-13,119.679001,120.291,119.003998,119.691002,JPY
EUR/JPY,2016-06-14,119.858002,120.099998,118.514,119.917,JPY
EUR/USD,2016-06-14,1.128796,1.129995,1.119,1.129102,USD
EUR/GBP,2016-06-14,0.7944,0.79696,0.79105,0.79459,GBP
EUR/JPY,2016-06-15,118.904999,119.431,118.723999,118.922997,JPY
EUR/GBP,2016-06-15,0.79402,0.79414,0.7893,0.79377,GBP
EUR/USD,2016-06-15,1.121302,1.126001,1.119094,1.121302,USD
EUR/JPY,2016-06-16,119.214996,119.214996,115.515999,119.194,JPY
EUR/GBP,2016-06-16,0.79323,0.79935,0.7899,0.79331,GBP
EUR/USD,2016-06-16,1.126126,1.13,1.1132,1.126266,USD
EUR/JPY,2016-06-17,118.051003,118.066002,116.914001,117.900002,JPY
EUR/GBP,2016-06-17,0.78868,0.79074,0.7863,0.78746,GBP
EUR/USD,2016-06-17,1.127002,1.1296,1.1226,1.125201,USD
EUR/JPY,2016-06-20,118.779999,119.120003,118.0,118.728996,JPY
EUR/GBP,2016-06-20,0.77806,0.78017,0.76958,0.77786,GBP
EUR/USD,2016-06-20,1.134906,1.1384,1.1308,1.134906,USD
EUR/USD,2016-06-21,1.132285,1.135,1.1244,1.132298,USD
EUR/GBP,2016-06-21,0.7715,0.77432,0.76563,0.7715,GBP
EUR/JPY,2016-06-21,117.511002,118.639,117.339996,117.545998,JPY
EUR/JPY,2016-06-22,117.739998,118.602997,117.448997,117.752998,JPY
EUR/USD,2016-06-22,1.125201,1.133504,1.12376,1.125062,USD
EUR/GBP,2016-06-22,0.767,0.76986,0.7655,0.7669,GBP
EUR/USD,2016-06-23,1.132798,1.142204,1.132,1.132824,USD
EUR/JPY,2016-06-23,118.481003,120.787003,118.176003,118.519997,JPY
EUR/GBP,2016-06-23,0.7658,0.77051,0.76232,0.7658,GBP
EUR/JPY,2016-06-24,118.852997,119.378998,109.598999,118.804001,JPY
EUR/USD,2016-06-24,1.133003,1.133517,1.091906,1.1324,USD
EUR/GBP,2016-06-24,0.77824,0.8312,0.7732,0.77802,GBP
EUR/USD,2016-06-27,1.103497,1.108193,1.0974,1.103594,USD
EUR/JPY,2016-06-27,112.824997,113.18,111.419998,112.749001,JPY
EUR/GBP,2016-06-27,0.82126,0.83533,0.8201,0.8208,GBP
EUR/USD,2016-06-28,1.101601,1.111,1.101601,1.101503,USD
EUR/JPY,2016-06-28,112.059998,113.692001,111.938004,112.126999,JPY
EUR/GBP,2016-06-28,0.8325,0.83379,0.8258,0.83226,GBP
EUR/USD,2016-06-29,1.1078,1.112805,1.105156,1.107395,USD
EUR/JPY,2016-06-29,113.728996,114.293999,112.956001,113.718002,JPY
EUR/GBP,2016-06-29,0.82929,0.83192,0.82063,0.82947,GBP
EUR/GBP,2016-06-30,0.82653,0.83803,0.82414,0.82618,GBP
EUR/USD,2016-06-30,1.112595,1.1154,1.1054,1.112805,USD
EUR/JPY,2016-06-30,114.262001,114.744003,113.507004,114.327003,JPY
EUR/USD,2016-07-01,1.110371,1.117,1.1074,1.110605,USD
EUR/JPY,2016-07-01,114.431,114.551003,113.699997,114.460999,JPY
EUR/GBP,2016-07-01,0.83256,0.8404,0.8315,0.83322,GBP
EUR/USD,2016-07-04,1.113102,1.115,1.11,1.113102,USD
EUR/JPY,2016-07-04,114.036003,114.5,113.970001,114.045998,JPY
EUR/GBP,2016-07-04,0.8375,0.83979,0.8354,0.8375,GBP
EUR/JPY,2016-07-05,114.250999,114.250999,112.475998,114.25,JPY
EUR/GBP,2016-07-05,0.839,0.8545,0.8389,0.83914,GBP
EUR/USD,2016-07-05,1.114554,1.118001,1.1076,1.114604,USD
EUR/GBP,2016-07-06,0.85318,0.86153,0.85091,0.85387,GBP
EUR/JPY,2016-07-06,111.933998,112.051003,110.852997,111.875999,JPY
EUR/USD,2016-07-06,1.106439,1.109,1.1034,1.106501,USD
EUR/JPY,2016-07-07,112.178001,112.290001,111.317001,112.239998,JPY
EUR/GBP,2016-07-07,0.8591,0.8591,0.8491,0.8587,GBP
EUR/USD,2016-07-07,1.110001,1.1108,1.1058,1.109903,USD
EUR/JPY,2016-07-08,111.522003,111.818001,110.886002,111.529999,JPY
EUR/GBP,2016-07-08,0.8568,0.8573,0.85049,0.85675,GBP
EUR/USD,2016-07-08,1.106501,1.1108,1.101,1.106574,USD
EUR/GBP,2016-07-11,0.85322,0.85762,0.84853,0.8531,GBP
EUR/JPY,2016-07-11,111.183998,113.544998,111.135002,111.202003,JPY
EUR/USD,2016-07-11,1.104704,1.1072,1.102,1.104399,USD
EUR/USD,2016-07-12,1.105803,1.1124,1.1054,1.105803,USD
EUR/JPY,2016-07-12,113.348,116.050003,113.294998,113.357002,JPY
EUR/GBP,2016-07-12,0.8515,0.8519,0.8354,0.85176,GBP
EUR/GBP,2016-07-13,0.83346,0.84307,0.83029,0.83297,GBP
EUR/USD,2016-07-13,1.106072,1.111999,1.1044,1.106293,USD
EUR/JPY,2016-07-13,115.822998,116.209,114.967003,115.859001,JPY
EUR/USD,2016-07-14,1.109595,1.117,1.1092,1.109496,USD
EUR/GBP,2016-07-14,0.84562,0.8465,0.82558,0.84573,GBP
EUR/JPY,2016-07-14,115.432999,118.005997,115.432999,115.473999,JPY
EUR/JPY,2016-07-15,116.802002,118.383003,116.777,116.830002,JPY
EUR/GBP,2016-07-15,0.83142,0.83834,0.82621,0.83156,GBP
EUR/USD,2016-07-15,1.110642,1.1157,1.105877,1.110605,USD
EUR/JPY,2016-07-18,116.571999,117.620003,116.367996,116.573997,JPY
EUR/USD,2016-07-18,1.105534,1.109,1.103826,1.105314,USD
EUR/GBP,2016-07-18,0.83544,0.83712,0.8324,0.83553,GBP
EUR/JPY,2016-07-19,117.482002,117.558998,116.799004,117.504997,JPY
EUR/USD,2016-07-19,1.107138,1.10807,1.1002,1.107187,USD
EUR/GBP,2016-07-19,0.8343,0.8403,0.83423,0.83435,GBP
EUR/USD,2016-07-20,1.101455,1.103,1.0984,1.101358,USD
EUR/JPY,2016-07-20,116.884003,117.528,116.545998,116.889,JPY
EUR/GBP,2016-07-20,0.84025,0.84219,0.8338,0.84025,GBP
EUR/JPY,2016-07-21,118.046997,118.435997,116.181,118.111,JPY
EUR/USD,2016-07-21,1.101734,1.1058,1.098601,1.101953,USD
EUR/GBP,2016-07-21,0.83173,0.83812,0.83108,0.83098,GBP
EUR/JPY,2016-07-22,116.695999,117.261002,116.426003,116.719002,JPY
EUR/USD,2016-07-22,1.103314,1.104,1.0968,1.10329,USD
EUR/GBP,2016-07-22,0.83348,0.84173,0.83045,0.83316,GBP
EUR/USD,2016-07-25,1.096924,1.0998,1.095362,1.097045,USD
EUR/JPY,2016-07-25,116.567001,116.931,116.300003,116.625999,JPY
EUR/GBP,2016-07-25,0.83581,0.83802,0.83373,0.83549,GBP
EUR/JPY,2016-07-26,116.025002,116.056999,114.489998,116.028999,JPY
EUR/USD,2016-07-26,1.098986,1.1024,1.098,1.099118,USD
EUR/GBP,2016-07-26,0.83842,0.84239,0.8351,0.8385,GBP
EUR/USD,2016-07-27,1.098804,1.101,1.098286,1.09878,USD
EUR/JPY,2016-07-27,115.172997,117.102997,115.172997,115.197998,JPY
EUR/GBP,2016-07-27,0.83551,0.84088,0.83497,0.83545,GBP
EUR/USD,2016-07-28,1.106819,1.111999,1.106085,1.107346,USD
EUR/GBP,2016-07-28,0.8364,0.84493,0.83565,0.83626,GBP
EUR/JPY,2016-07-28,116.189003,116.422997,115.849998,116.174004,JPY
EUR/JPY,2016-07-29,116.113998,116.150002,113.998001,116.091003,JPY
EUR/USD,2016-07-29,1.108365,1.1196,1.1074,1.108438,USD
EUR/GBP,2016-07-29,0.84179,0.84754,0.836,0.84213,GBP
