slug,date,open,high,low,close,currency,paypal_rate,paypal_final_cost,paypal_markup,wise_rate,wise_final_cost,wise_markup,revolut_markup_pct,revolut_rate,revolut_final_cost,revolut_markup,year,month,day_of_week,day_name,quarter,season
EUR/JPY,2015-11-11,132.153,132.389999,131.740005,132.154999,JPY,136.11964897000001,136382.63741801,3.9646499700000106,132.154999,132815.77399500003,0.0,0.0,132.154999,132154.999,0.0,2015,11,2,Wednesday,4,Autumn
EUR/JPY,2015-11-12,132.119995,132.565002,131.522995,132.100006,JPY,136.06300618,136325.88519194,3.9630001799999945,132.100006,132760.50603,0.0,0.0,132.100006,132100.006,0.0,2015,11,3,Thursday,4,Autumn
EUR/USD,2015-11-12,1.076496,1.08,1.0694,1.076299,USD,1.1085879699999999,1110.7298050099998,0.03228896999999997,1.076299,1081.680495,0.0,0.0,1.076299,1076.299,0.0,2015,11,3,Thursday,4,Autumn
EUR/GBP,2015-11-12,0.70701,0.70911,0.70432,0.70695,GBP,0.7281584999999999,729.5653304999998,0.021208499999999963,0.70695,710.48475,0.0,0.0,0.70695,706.9499999999999,0.0,2015,11,3,Thursday,4,Autumn
EUR/USD,2015-11-13,1.080894,1.081105,1.0722,1.081502,USD,1.11394706,1116.09924898,0.03244506000000014,1.081502,1086.90951,0.0,0.0,1.081502,1081.502,0.0,2015,11,4,Friday,4,Autumn
EUR/JPY,2015-11-13,132.496002,132.5,131.576004,132.509995,JPY,136.48529485,136748.98974005002,3.975299849999999,132.509995,133172.544975,0.0,0.0,132.509995,132509.995,0.0,2015,11,4,Friday,4,Autumn
EUR/GBP,2015-11-13,0.7095,0.70976,0.70426,0.7096,GBP,0.730888,732.300104,0.021287999999999974,0.7096,713.148,0.0,0.0,0.7096,709.6,0.0,2015,11,4,Friday,4,Autumn
EUR/USD,2015-11-16,1.070102,1.076,1.070102,1.069999,USD,1.10209897,1104.22826801,0.03209996999999998,1.069999,1075.348995,0.0,0.0,1.069999,1069.999,0.0,2015,11,0,Monday,4,Autumn
EUR/GBP,2015-11-16,0.703,0.70778,0.703,0.70306,GBP,0.7241518,725.5508894,0.021091799999999994,0.70306,706.5753000000001,0.0,0.0,0.70306,703.0600000000001,0.0,2015,11,0,Monday,4,Autumn
EUR/JPY,2015-11-16,130.863007,132.186005,130.863007,130.899994,JPY,134.82699381999998,135087.48480805996,3.926999819999992,130.899994,131554.49396999998,0.0,0.0,130.899994,130899.99399999999,0.0,2015,11,0,Monday,4,Autumn
EUR/USD,2015-11-17,1.068901,1.069198,1.064401,1.068799,USD,1.10086297,1102.9898800100002,0.03206397000000005,1.068799,1074.142995,0.0,0.0,1.068799,1068.799,0.0,2015,11,1,Tuesday,4,Autumn
EUR/GBP,2015-11-17,0.703,0.70326,0.69989,0.70301,GBP,0.7241003,725.4992899,0.021090300000000006,0.70301,706.52505,0.0,0.0,0.70301,703.01,0.0,2015,11,1,Tuesday,4,Autumn
EUR/JPY,2015-11-17,131.720001,131.759995,131.195999,131.722,JPY,135.67366,135935.78678,3.951660000000004,131.722,132380.61,0.0,0.0,131.722,131722.0,0.0,2015,11,1,Tuesday,4,Autumn
EUR/USD,2015-11-18,1.064396,1.0692,1.06323,1.064385,USD,1.0963165499999998,1098.4346761499999,0.03193154999999992,1.064385,1069.706925,0.0,0.0,1.064385,1064.385,0.0,2015,11,2,Wednesday,4,Autumn
EUR/JPY,2015-11-18,131.376007,131.766006,131.089996,131.369995,JPY,135.31109485,135572.52114005,3.9410998500000005,131.369995,132026.84497499999,0.0,0.0,131.369995,131369.995,0.0,2015,11,2,Wednesday,4,Autumn
EUR/GBP,2015-11-18,0.69943,0.70193,0.6991,0.69941,GBP,0.7203923,721.7841258999999,0.02098230000000001,0.69941,702.9070499999999,0.0,0.0,0.69941,699.41,0.0,2015,11,2,Wednesday,4,Autumn
EUR/GBP,2015-11-19,0.70023,0.70187,0.69813,0.7001,GBP,0.7211029999999999,722.4961989999999,0.021002999999999994,0.7001,703.6004999999999,0.0,0.0,0.7001,700.0999999999999,0.0,2015,11,3,Thursday,4,Autumn
EUR/JPY,2015-11-19,131.807999,132.210007,131.429993,131.796997,JPY,135.75090691,136013.18293403,3.953909909999993,131.796997,132455.981985,0.0,0.0,131.796997,131796.997,0.0,2015,11,3,Thursday,4,Autumn
EUR/USD,2015-11-19,1.067304,1.0734,1.067,1.066997,USD,1.09900691,1101.13023403,0.032009909999999975,1.066997,1072.331985,0.0,0.0,1.066997,1066.997,0.0,2015,11,3,Thursday,4,Autumn
EUR/GBP,2015-11-20,0.70165,0.70193,0.6985,0.7016,GBP,0.7226480000000001,724.044184,0.021048000000000067,0.7016,705.1080000000001,0.0,0.0,0.7016,701.6,0.0,2015,11,4,Friday,4,Autumn
EUR/JPY,2015-11-20,131.826004,131.830002,131.009003,131.820007,JPY,135.77460721,136036.92902393,3.9546002099999953,131.820007,132479.10703500002,0.0,0.0,131.820007,131820.007,0.0,2015,11,4,Friday,4,Autumn
EUR/USD,2015-11-20,1.072697,1.073001,1.066401,1.072616,USD,1.10479448,1106.92898584,0.03217848000000001,1.072616,1077.97908,0.0,0.0,1.072616,1072.616,0.0,2015,11,4,Friday,4,Autumn
EUR/GBP,2015-11-23,0.7003,0.7029,0.6991,0.70035,GBP,0.7213605000000001,722.7541965000001,0.021010500000000043,0.70035,703.85175,0.0,0.0,0.70035,700.35,0.0,2015,11,0,Monday,4,Autumn
EUR/JPY,2015-11-23,130.759995,131.020004,130.552002,130.768997,JPY,134.69206691000002,134952.29721403003,3.9230699100000095,130.768997,131422.841985,0.0,0.0,130.768997,130768.99700000002,0.0,2015,11,0,Monday,4,Autumn
EUR/USD,2015-11-23,1.064,1.0654,1.060299,1.064101,USD,1.09602403,1098.14159099,0.03192302999999996,1.064101,1069.4215049999998,0.0,0.0,1.064101,1064.1009999999999,0.0,2015,11,0,Monday,4,Autumn
EUR/GBP,2015-11-24,0.70317,0.70788,0.70149,0.70335,GBP,0.7244505,725.8501665,0.021100499999999967,0.70335,706.86675,0.0,0.0,0.70335,703.35,0.0,2015,11,1,Tuesday,4,Autumn
EUR/JPY,2015-11-24,130.770004,130.770004,130.210999,130.781998,JPY,134.70545794,134965.71411601998,3.923459940000015,130.781998,131435.90798999998,0.0,0.0,130.781998,130781.99799999999,0.0,2015,11,1,Tuesday,4,Autumn
EUR/USD,2015-11-24,1.063898,1.067201,1.062383,1.064203,USD,1.09612909,1098.24685397,0.03192609000000002,1.064203,1069.524015,0.0,0.0,1.064203,1064.203,0.0,2015,11,1,Tuesday,4,Autumn
EUR/JPY,2015-11-25,130.386002,130.720993,129.75,130.369995,JPY,134.28109485,134540.53114005,3.9110998499999994,130.369995,131021.844975,0.0,0.0,130.369995,130369.995,0.0,2015,11,2,Wednesday,4,Autumn
EUR/GBP,2015-11-25,0.70574,0.70781,0.70036,0.7054,GBP,0.726562,727.965746,0.021162000000000014,0.7054,708.927,0.0,0.0,0.7054,705.4,0.0,2015,11,2,Wednesday,4,Autumn
EUR/USD,2015-11-25,1.064396,1.069,1.0576,1.064385,USD,1.0963165499999998,1098.4346761499999,0.03193154999999992,1.064385,1069.706925,0.0,0.0,1.064385,1064.385,0.0,2015,11,2,Wednesday,4,Autumn
EUR/USD,2015-11-26,1.062496,1.063,1.0602,1.062496,USD,1.09437088,1096.4852470399999,0.03187487999999994,1.062496,1067.8084800000001,0.0,0.0,1.062496,1062.496,0.0,2015,11,3,Thursday,4,Autumn
