slug,date,open,high,low,close,currency,paypal_rate,paypal_final_cost,paypal_markup,wise_rate,wise_final_cost,wise_markup,revolut_markup_pct,revolut_rate,revolut_final_cost,revolut_markup,year,month,day_of_week,day_name,quarter,season
EUR/GBP,2015-01-09,0.78164,0.78245,0.77866,0.78163,GBP,0.8050789,806.6343437,0.023448899999999995,0.78163,785.53815,0.0,0.0,0.78163,781.63,0.0,2015,1,4,Friday,1,Winter
EUR/GBP,2015-01-12,0.78141,0.78291,0.7786,0.78147,GBP,0.8049141,806.4692253,0.023444099999999968,0.78147,785.37735,0.0,0.0,0.78147,781.47,0.0,2015,1,0,Monday,1,Winter
EUR/JPY,2015-01-12,140.330002,140.865997,139.977005,140.326996,JPY,144.53680588,144816.05660204,4.209809879999995,140.326996,141028.63098000002,0.0,0.0,140.326996,140326.996,0.0,2015,1,0,Monday,1,Winter
EUR/USD,2015-01-12,1.187014,1.1872,1.1788,1.18707,USD,1.2226821,1225.0443693,0.035612100000000035,1.18707,1193.0053500000001,0.0,0.0,1.18707,1187.0700000000002,0.0,2015,1,0,Monday,1,Winter
EUR/GBP,2015-01-13,0.7797,0.7829,0.7756,0.7798,GBP,0.8031940000000001,804.745802,0.023394000000000026,0.7798,783.6990000000001,0.0,0.0,0.7798,779.8000000000001,0.0,2015,1,1,Tuesday,1,Winter
EUR/USD,2015-01-13,1.183236,1.185902,1.17565,1.183152,USD,1.21864656,1221.00103248,0.035494560000000064,1.183152,1189.0677600000001,0.0,0.0,1.183152,1183.152,0.0,2015,1,1,Tuesday,1,Winter
EUR/JPY,2015-01-13,139.923004,140.477997,139.339996,139.979996,JPY,144.17939588000002,144457.95607204002,4.199399880000016,139.979996,140679.89598,0.0,0.0,139.979996,139979.996,0.0,2015,1,1,Tuesday,1,Winter
EUR/USD,2015-01-14,1.177676,1.184357,1.17306,1.177829,USD,1.21316387,1215.50774971,0.03533487000000002,1.177829,1183.718145,0.0,0.0,1.177829,1177.829,0.0,2015,1,2,Wednesday,1,Winter
EUR/GBP,2015-01-14,0.77628,0.7781,0.77344,0.7763,GBP,0.799589,801.133837,0.023289000000000004,0.7763,780.1814999999999,0.0,0.0,0.7763,776.3,0.0,2015,1,2,Wednesday,1,Winter
EUR/JPY,2015-01-14,138.701004,138.854996,137.0,138.727005,JPY,142.88881515,143164.88188995002,4.161810150000008,138.727005,139420.640025,0.0,0.0,138.727005,138727.005,0.0,2015,1,2,Wednesday,1,Winter
EUR/JPY,2015-01-15,138.380005,138.781998,135.419998,138.332993,JPY,142.48298279,142758.26544606997,4.1499897900000065,138.332993,139024.657965,0.0,0.0,138.332993,138332.993,0.0,2015,1,3,Thursday,1,Winter
EUR/USD,2015-01-15,1.178384,1.178856,1.159229,1.178592,USD,1.2139497600000002,1216.2951580800002,0.03535776000000013,1.178592,1184.48496,0.0,0.0,1.178592,1178.592,0.0,2015,1,3,Thursday,1,Winter
EUR/GBP,2015-01-15,0.7734,0.7745,0.7636,0.77351,GBP,0.7967153,798.2545849,0.023205299999999984,0.77351,777.37755,0.0,0.0,0.77351,773.51,0.0,2015,1,3,Thursday,1,Winter
EUR/GBP,2015-01-16,0.7663,0.76709,0.75976,0.7665,GBP,0.789495,791.0203349999999,0.022994999999999988,0.7665,770.3325,0.0,0.0,0.7665,766.5,0.0,2015,1,4,Friday,1,Winter
EUR/JPY,2015-01-16,135.119995,135.932007,134.789001,135.136002,JPY,139.19008205999998,139459.00270398,4.05408005999999,135.136002,135811.68201,0.0,0.0,135.136002,135136.00199999998,0.0,2015,1,4,Friday,1,Winter
EUR/USD,2015-01-16,1.1639,1.165,1.14643,1.163738,USD,1.19865014,1200.96597862,0.03491214000000009,1.163738,1169.55669,0.0,0.0,1.163738,1163.7379999999998,0.0,2015,1,4,Friday,1,Winter
EUR/GBP,2015-01-19,0.7635,0.76745,0.76297,0.7636,GBP,0.786508,788.027564,0.02290800000000004,0.7636,767.4179999999999,0.0,0.0,0.7636,763.5999999999999,0.0,2015,1,0,Monday,1,Winter
EUR/JPY,2015-01-19,135.889008,136.807999,135.158997,135.949005,JPY,140.02747515000001,140298.01366995,4.078470150000015,135.949005,136628.75002500002,0.0,0.0,135.949005,135949.005,0.0,2015,1,0,Monday,1,Winter
EUR/USD,2015-01-19,1.156377,1.163871,1.155402,1.156604,USD,1.19130212,1193.6037619600002,0.034698120000000054,1.156604,1162.3870200000001,0.0,0.0,1.156604,1156.604,0.0,2015,1,0,Monday,1,Winter
EUR/USD,2015-01-20,1.159703,1.161599,1.15692,1.159797,USD,1.19459091,1196.89890603,0.034793910000000094,1.159797,1165.595985,0.0,0.0,1.159797,1159.797,0.0,2015,1,1,Tuesday,1,Winter
EUR/GBP,2015-01-20,0.76843,0.7692,0.76154,0.7685,GBP,0.791555,793.0843150000001,0.023055000000000048,0.7685,772.3425,0.0,0.0,0.7685,768.5,0.0,2015,1,1,Tuesday,1,Winter
EUR/JPY,2015-01-20,136.533005,137.623001,136.503006,136.490997,JPY,140.58572691,140857.34399403,4.094729910000012,136.490997,137173.451985,0.0,0.0,136.490997,136490.997,0.0,2015,1,1,Tuesday,1,Winter
EUR/USD,2015-01-21,1.154668,1.1664,1.154374,1.154694,USD,1.1893348200000002,1191.6326610600004,0.03464082000000013,1.154694,1160.4674700000003,0.0,0.0,1.154694,1154.6940000000002,0.0,2015,1,2,Wednesday,1,Winter
EUR/GBP,2015-01-21,0.7622,0.77124,0.7617,0.7623,GBP,0.785169,786.685977,0.022869000000000028,0.7623,766.1115,0.0,0.0,0.7623,762.3,0.0,2015,1,2,Wednesday,1,Winter
EUR/JPY,2015-01-21,136.957001,137.098007,135.856995,136.990997,JPY,141.10072691,141373.33899403,4.109729909999999,136.990997,137675.951985,0.0,0.0,136.990997,136990.997,0.0,2015,1,2,Wednesday,1,Winter
EUR/USD,2015-01-22,1.161697,1.164289,1.1414,1.161535,USD,1.19638105,1198.69250465,0.03484605000000007,1.161535,1167.342675,0.0,0.0,1.161535,1161.535,0.0,2015,1,3,Thursday,1,Winter
EUR/JPY,2015-01-22,136.854004,137.281998,134.522995,136.850998,JPY,140.95652794,141228.86142602,4.105529939999997,136.850998,137535.25298999998,0.0,0.0,136.850998,136850.998,0.0,2015,1,3,Thursday,1,Winter
EUR/GBP,2015-01-22,0.7669,0.7669,0.75675,0.76675,GBP,0.7897525000000001,791.2783325,0.023002500000000037,0.76675,770.58375,0.0,0.0,0.76675,766.75,0.0,2015,1,3,Thursday,1,Winter
EUR/JPY,2015-01-23,134.699997,134.830002,130.977997,134.705002,JPY,138.74615206000001,139014.21501398002,4.041150060000007,134.705002,135378.52701000002,0.0,0.0,134.705002,134705.002,0.0,2015,1,4,Friday,1,Winter
EUR/USD,2015-01-23,1.134649,1.137398,1.11218,1.134675,USD,1.1687152500000002,1170.9732532500002,0.034040250000000105,1.134675,1140.3483750000003,0.0,0.0,1.134675,1134.6750000000002,0.0,2015,1,4,Friday,1,Winter
EUR/GBP,2015-01-23,0.75605,0.75801,0.74299,0.7558,GBP,0.778474,779.9780420000001,0.022673999999999972,0.7558,759.5790000000001,0.0,0.0,0.7558,755.8000000000001,0.0,2015,1,4,Friday,1,Winter
EUR/GBP,2015-01-26,0.74265,0.75041,0.74265,0.74227,GBP,0.7645381,766.0152173,0.022268100000000013,0.74227,745.98135,0.0,0.0,0.74227,742.27,0.0,2015,1,0,Monday,1,Winter
EUR/USD,2015-01-26,1.114082,1.128399,1.114082,1.112545,USD,1.1459213499999998,1148.1353145499997,0.033376349999999944,1.112545,1118.1077249999998,0.0,0.0,1.112545,1112.5449999999998,0.0,2015,1,0,Monday,1,Winter
EUR/JPY,2015-01-26,130.729996,133.529007,130.729996,130.630997,JPY,134.54992691,134809.88259403,3.918929910000003,130.630997,131284.151985,0.0,0.0,130.630997,130630.997,0.0,2015,1,0,Monday,1,Winter
EUR/GBP,2015-01-27,0.7456,0.7511,0.74348,0.74556,GBP,0.7679268,769.4104644,0.02236680000000002,0.74556,749.2878,0.0,0.0,0.74556,745.56,0.0,2015,1,1,Tuesday,1,Winter
EUR/JPY,2015-01-27,133.320007,134.029999,132.5,133.330002,JPY,137.32990206000002,137595.22876398003,3.999900060000016,133.330002,133996.65201000002,0.0,0.0,133.330002,133330.002,0.0,2015,1,1,Tuesday,1,Winter
EUR/USD,2015-01-27,1.1251,1.142,1.1226,1.124771,USD,1.15851413,1160.7524242900001,0.033743129999999955,1.124771,1130.394855,0.0,0.0,1.124771,1124.771,0.0,2015,1,1,Tuesday,1,Winter
